4.312116914	2.129214442	0
3.517950809	5.844159352	0
4.217224586	3.002535776	0
5.090565906	7.98708442	0
7.434239384	3.659489063	0
2.897974634	5.879404641	0
2.448821149	6.521397426	0
5.537219213	7.589946769	0
5.458653697	7.846126336	0
4.472199695	5.869588513	0
5.218399016	6.824231784	0
5.01366892	3.533872244	0
2.799822138	3.472317438	0
6.451494774	7.247900952	0
4.865930273	3.920111247	0
5.845279918	5.816424744	0
6.084465232	7.646482424	0
6.71718519	5.319720367	0
3.499978323	4.684358959	0
6.270712008	6.594448724	0
2.6582126	3.306973991	0
6.319311638	2.357780784	0
5.664359124	7.07424005	0
5.479398247	2.425303996	0
4.33464872	3.024989101	0
2.790243488	4.801530613	0
5.249991532	7.009539591	0
6.098186607	3.741456832	0
7.434502442	6.008547524	0
7.351394779	6.199493823	0
4.199149099	7.113219539	0
6.679342354	4.760467791	0
3.423850057	5.663653265	0
5.578634931	7.521175774	0
4.994633759	6.710001122	0
6.647329842	4.333410177	0
3.165485494	5.111551014	0
2.447120333	5.360981886	0
3.36788635	3.69230863	0
5.791936662	2.61557475	0
3.424683734	3.622585157	0
7.752698926	4.813890417	0
5.93669125	6.484007657	0
3.936247794	7.120172378	0
6.522077622	6.89156007	0
4.751865314	3.612036851	0
4.556974394	7.798113808	0
5.769595086	7.650416503	0
3.765352347	2.506849924	0
6.325061098	4.489433767	0
3.009654759	3.846016909	0
5.452744205	2.479153975	0
5.721733907	6.670728404	0
6.571109305	4.053927343	0
7.377672649	3.721576372	0
5.704372936	4.244738789	0
7.652216802	4.376769353	0
6.591552953	2.554629715	0
3.172034992	2.759951662	0
3.364690315	7.148829954	0
5.933824504	7.288575699	0
6.963186454	5.354621301	0
6.545582349	4.550902033	0
4.521218842	6.244020631	0
2.566004173	6.142224822	0
6.586272097	2.925518915	0
4.265018373	6.80915466	0
4.24211404	2.536919311	0
2.56867025	5.518289947	0
6.602699271	3.703022752	0
3.252634461	3.856206668	0
3.494345547	5.538780674	0
3.813507794	4.626945817	0
6.697837149	6.191946301	0
5.402281275	3.727548087	0
6.825500114	4.34039383	0
6.81422932	3.348977975	0
2.757536284	5.145456076	0
6.165243125	7.758087298	0
6.147712879	5.907523478	0
6.788596675	6.223513722	0
6.580059733	5.413762867	0
3.628656011	4.057047562	0
6.488367119	5.688164226	0
3.311323051	5.974254429	0
7.306069478	5.491806926	0
6.079368181	2.35157483	0
7.727625618	4.714961526	0
3.940255232	4.337113812	0
6.396155511	4.921886934	0
2.679269456	3.510208091	0
2.760350028	5.837221351	0
4.917991745	6.863900303	0
6.404990453	6.47289163	0
7.375930228	5.595024741	0
7.205787163	5.75487999	0
4.017903787	2.455310745	0
2.525646049	5.143990442	0
7.751969056	5.330744889	0
4.028147377	2.908948696	0
4.617042073	3.42643566	0
4.443628907	3.938644834	0
6.431442095	7.22526636	0
3.08142741	7.099144941	0
4.539452918	6.647893188	0
3.594551994	3.860187454	0
6.145232521	5.111157673	0
4.675642651	3.020297682	0
4.546346925	3.184004553	0
3.957012994	5.099859094	0
4.836309394	7.960258629	0
4.063471707	3.21295299	0
4.582489238	7.519082586	0
7.266733535	6.661642681	0
3.637605206	5.310505551	0
7.317352524	6.702566811	0
6.797453149	3.54530485	0
2.681922518	5.25744963	0
2.401637118	4.319302649	0
3.710185703	7.594071078	0
3.151341646	5.480207229	0
3.152310172	4.994113253	0
6.740416742	7.244351508	0
4.343961282	7.744644602	0
3.916211968	5.158730663	0
6.28864388	7.434979332	0
5.932239471	6.498137545	0
3.547943442	4.225062423	0
2.925608275	6.632036386	0
3.862975188	4.918217959	0
2.52672142	6.487812671	0
0.651171664	3.784761756	1
1.000062718	2.702834868	1
2.829739022	9.102577816	1
2.657928606	8.386525372	1
8.681151678	6.950483189	1
3.371407212	0.600665471	1
4.298185596	9.680294746	1
8.905639792	6.843097072	1
8.853773344	2.297050102	1
0.881558247	4.677153681	1
0.6702192	2.77040315	1
5.624004933	0.330966701	1
9.221779095	4.085527636	1
7.426926403	1.388289331	1
1.09493105	3.951726395	1
4.570295609	9.526769121	1
9.307759595	3.226374852	1
2.406305869	1.605591318	1
3.415781193	9.545418269	1
3.372175803	0.654124612	1
1.840807394	2.394468989	1
1.365917965	7.393356392	1
0.013601988	4.683104957	1
9.701438554	5.103395178	1
9.067619704	2.235496989	1
1.46529611	7.862168577	1
2.725476617	9.294317106	1
0.2364545	6.433823081	1
9.149441065	4.044669601	1
6.795497399	0.91500924	1
7.286134601	1.376791939	1
1.54296275	2.390112249	1
8.154003275	1.558508834	1
8.247067611	7.747120745	1
7.410090568	1.61043806	1
5.949377183	0.944588438	1
8.956700594	6.013021206	1
0.994782075	5.7137002	1
5.187027578	0.093387317	1
7.857490709	8.282627379	1
1.334919279	2.267848653	1
2.673754299	8.292236218	1
9.06260132	2.821697743	1
9.090174428	6.113596442	1
3.007213782	0.638788591	1
2.166897647	8.462091746	1
8.007095335	8.840214317	1
0.650366904	4.374919431	1
0.563902575	5.828098996	1
1.078972995	5.877448853	1
9.727019482	3.610140786	1
3.695031908	1.149412636	1
1.637939753	7.987066995	1
8.979694504	6.025001459	1
1.407957942	2.091066279	1
6.590336667	9.487262048	1
6.767024118	9.386655183	1
1.588265502	1.773959227	1
3.738262088	0.712756616	1
2.503185853	1.74279235	1
0.174632094	4.044295903	1
9.740329641	6.375115047	1
0.137472233	5.491516602	1
0.806530627	7.137774392	1
7.883359407	8.7009274	1
4.311732058	9.613588198	1
6.412948816	0.530208632	1
1.045172067	6.564230324	1
8.30734682	8.294973132	1
5.319765766	9.845166569	1
8.284418141	1.639201151	1
8.877394629	7.017438498	1
8.893955047	1.942248752	1
8.013724081	1.266663653	1
2.009988132	2.010422575	1
3.37073258	8.791396112	1
2.433509168	8.319393074	1
7.584801445	1.940815886	1
7.621630161	0.922166336	1
8.014846861	8.322122789	1
4.446738564	0.383782875	1
7.696102312	0.79035478	1
5.596134567	9.738848074	1
6.298656096	8.822930834	1
2.240476729	8.482483711	1
3.501062475	1.289807136	1
5.662355624	0.468111304	1
8.36744235	1.653594961	1
1.209202438	2.44189028	1
2.048544159	1.887013493	1
0.807396602	2.965924396	1
5.014030481	9.843378712	1
0.896589444	4.169491513	1
9.747215511	6.047673531	1
3.232528978	9.244440824	1
8.539999052	2.846812827	1
9.737483081	5.820195711	1
9.607808156	5.339188106	1
0.699254772	5.004023908	1
1.852181684	7.674751147	1
7.9271537	7.913490517	1
8.405580036	2.092209365	1
1.470540772	8.166242463	1
9.352095652	6.662813205	1
1.9277798	1.956316607	1
9.627166911	3.976274609	1
0.973846201	5.349190676	1
